idEla,lat,lng,comuna,fecha,link,participantes
8880,\N,\N,"Maipú","2016-05-22 16:30:00",2429,"F:24,F:24,F:30,F:32,F:34,F:34,F:35,M:31,M:33,M:33,M:34,M:34,M:35,M:35,M:35"
8882,\N,\N,"Molina","2016-06-03 16:00:00",3126,"F:46,F:50,F:50,F:53,F:55,F:57,F:58,F:61,F:64,F:64,F:72"
8883,\N,\N,"Puente Alto","2016-06-25 18:30:00",8028,"F:14,F:31,F:34,F:61,F:64,F:70,M:33,M:34,M:34,M:39,M:62"
8888,-27.3616719,-70.3059103,"Copiapó","2016-05-25 18:00:00",841,"F:26,F:30,F:31,M:28,M:30,M:31,M:31,M:32,M:32,M:36"
8890,\N,\N,"San Antonio","2016-06-23 17:00:00",10817,"F:37,F:50,F:55,F:67,F:69,F:70,F:73,F:76,M:43,M:49"
8891,-33.0457844,-71.6279662,"Valparaíso","2016-06-07 11:00:00",4656,"F:54,F:56,F:66,F:68,F:72,M:36,M:45,M:51,M:56,M:60,M:68,M:68,M:69,M:73"
8894,\N,\N,"Llanquihue","2016-06-11 15:00:00",7973,"F:26,F:27,F:45,M:24,M:38,M:39,M:41,M:41,M:46,M:46,M:47,M:58,M:59"
8896,\N,\N,"Viña del Mar","2016-06-21 19:00:00",13411,"F:34,F:55,F:63,F:64,F:66,M:29,M:42,M:65,M:68,M:69,M:69"
8898,-33.458942,-70.5525943,"La Reina","2016-06-27 16:00:00",13845,"F:55,F:58,F:58,F:60,F:61,F:63,F:64,F:67,F:72,F:78,F:79,M:48,M:68,M:71"
8899,\N,\N,"Canela","2016-06-09 14:00:00",4961,"F:40,F:48,F:58,F:60,F:65,F:65,F:68,M:67,M:72,M:77"
8902,\N,\N,"Pedro Aguirre Cerda","2016-05-30 15:30:00",2532,"F:67,F:70,F:71,F:74,F:77,F:77,F:78,F:83,F:87,M:78"
8904,\N,\N,"Cauquenes","2016-06-11 11:00:00",6444,"F:17,F:17,F:17,F:17,F:17,F:24,F:37,M:17,M:17,M:19,M:19,M:21,M:22,M:22,M:22,M:28,M:43"
8909,\N,\N,"Las Condes","2016-06-06 17:00:00",5634,"F:43,F:55,F:60,F:70,F:71,F:85,M:41,M:70,M:75,M:88"
8910,\N,\N,"Vicuña","2016-06-19 19:00:00",12295,"F:16,F:17,F:17,F:24,F:26,F:39,F:51,F:56,F:59,M:17,M:20"
8911,\N,\N,"San Pedro de La Paz","2016-06-18 16:00:00",9071,"F:20,F:21,F:42,F:53,F:54,F:63,M:23,M:31,M:34,M:59,M:60,M:64"
8912,-33.4888405,-70.606181,"Macul","2016-06-18 17:00:00",9642,"F:21,F:26,F:38,F:60,F:66,F:67,F:76,M:27,M:30,M:47,M:59,M:74"
8913,-36.8186483,-73.0499804,"Concepción","2016-06-03 17:00:00",2873,"F:15,F:18,F:35,F:41,F:59,M:29,M:33,M:37,M:55,M:57"
8916,\N,\N,"Extranjero","2016-06-20 13:13:00",10295,"F:30,F:46,F:51,F:53,F:55,F:56,F:57,F:60,F:61,F:65,F:69,F:70,M:55,M:56,M:66,M:73"
8917,\N,\N,"Pedro Aguirre Cerda","2016-05-18 11:10:00",1036,"F:23,F:27,F:28,F:41,F:42,F:49,F:54,F:63,F:66,M:47"
8919,-33.4426812,-70.6510871,"Ñuñoa","2016-06-23 17:30:00",12743,"F:23,F:28,F:42,F:43,F:44,M:22,M:27,M:44,M:48,M:49,M:53"
8920,-36.5936199,-72.0856761,"Chillán","2016-06-20 09:30:00",12715,"F:27,F:29,F:40,F:53,F:54,F:58,F:59,M:38,M:51,M:56,M:58"
8925,\N,\N,"Extranjero","2016-05-21 14:00:00",1468,"F:59,F:61,F:63,F:67,F:71,F:71,F:72,F:72,F:75,F:75,M:72,M:72,M:73,M:76,M:82"
8928,-33.498677,-70.7641443,"Maipú","2016-06-14 10:00:00",8926,"F:20,F:21,F:22,F:25,F:25,F:28,F:31,F:32,F:32,F:33,F:33,F:34,F:35,F:42,F:43,F:45,F:50,F:53,F:53,F:55"
8929,\N,\N,"Temuco","2016-06-15 18:30:00",10059,"F:18,F:30,F:35,F:36,F:55,F:61,M:31,M:40,M:41,M:44,M:60,M:71"
8930,-33.4430215,-70.6710236,"Santiago","2016-05-28 11:00:00",1293,"F:84,M:45,M:53,M:54,M:58,M:66,M:66,M:67,M:67,M:76,M:77,M:79"
8931,-33.4334138,-70.6346729,"Providencia","2016-06-11 10:50:00",7413,"F:20,F:24,F:25,F:32,F:34,F:41,F:42,F:47,F:59,F:60,F:62,F:65,F:68,M:37,M:40,M:42,M:47,M:62,M:64,M:64,M:66,M:67,M:67,M:67,M:69"
8932,\N,\N,"Valparaíso","2016-06-12 17:00:00",7423,"F:46,F:49,F:59,F:64,F:75,F:87,M:19,M:22,M:56,M:62,M:66"
8934,\N,\N,"Cartagena","2016-06-22 01:20:00",2077,"F:17,F:17,F:17,F:17,F:17,F:17,F:18,F:18,M:17,M:18"
8935,\N,\N,"Punta Arenas","2016-06-28 16:00:00",15496,"F:21,F:21,F:22,F:26,M:18,M:20,M:20,M:24,M:27,M:27"
8937,\N,\N,"San Rafael","2016-06-18 16:00:00",4156,"F:19,F:20,F:35,F:35,F:39,F:40,F:50,F:59,M:18,M:51,M:52,M:81"
8939,\N,\N,"Viña del Mar","2016-06-17 18:30:00",5630,"F:27,F:32,F:38,F:55,F:56,F:68,M:27,M:28,M:45,M:66"
8942,\N,\N,"Aysén","2016-05-27 17:15:00",2828,"F:34,F:54,M:28,M:34,M:50,M:52,M:58,M:65,M:68,M:73"
8944,\N,\N,"Osorno","2016-06-08 19:00:00",6514,"F:43,F:59,F:59,F:60,F:60,F:60,M:58,M:60,M:60,M:60"
8945,\N,\N,"Lampa","2016-06-11 10:00:00",7511,"F:39,F:44,F:64,F:65,F:70,F:72,F:75,F:78,M:30,M:33,M:43,M:51,M:58,M:64,M:69,M:76,M:79"
8946,\N,\N,"Arica","2016-05-24 18:00:00",1352,"F:34,F:45,F:53,F:53,F:67,F:75,M:35,M:42,M:47,M:50,M:55"
8947,\N,\N,"Puerto Montt","2016-06-28 19:30:00",13179,"F:55,F:57,M:20,M:42,M:44,M:44,M:49,M:51,M:60,M:62,M:70"
8948,\N,\N,"Rancagua","2016-06-01 18:30:00",3691,"F:27,F:30,F:34,F:34,F:35,F:39,F:40,F:41,F:46,F:46,F:54"
8951,\N,\N,"La Serena","2016-06-17 10:01:00",2587,"F:22,F:25,F:25,F:28,F:30,F:30,F:34,F:36,F:36,F:42,F:47,F:56,M:24,M:25,M:38,M:60"
8952,-32.7520102,-70.726291,"Panquehue","2016-06-17 17:00:00",8775,"F:15,F:17,F:17,F:17,F:40,F:47,M:16,M:17,M:17,M:38"
8954,-33.5175551,-70.6906139,"Lo Espejo","2016-06-22 13:35:00",12009,"F:24,F:25,F:34,F:34,F:38,F:40,F:43,F:57,F:57,F:68"
8956,\N,\N,"Traiguén","2016-06-28 18:00:00",12542,"M:29,M:31,M:40,M:42,M:53,M:55,M:56,M:60,M:60,M:64"
8957,\N,\N,"La Florida","2016-06-12 16:00:00",5733,"F:29,F:37,F:40,F:40,F:41,F:62,F:66,F:66,F:69,M:33,M:41,M:42,M:43,M:45,M:58,M:59,M:62"
8959,\N,\N,"Puerto Montt","2016-06-04 16:00:00",5218,"F:40,F:43,F:45,F:47,F:50,F:51,F:58,F:59,F:66,M:52,M:53,M:55,M:62,M:71,M:79"
8961,-22.9116252,-68.2023973,"San Pedro de Atacama","2016-06-17 18:00:00",10865,"F:41,F:50,F:58,F:66,F:74,M:28,M:41,M:49,M:51,M:56,M:63"
8963,-33.7447377,-70.7495094,"Buin","2016-05-28 10:00:00",2905,"F:32,F:34,F:36,F:36,F:41,F:41,F:49,F:59,F:61,M:33,M:33"
8964,\N,\N,"Frutillar","2016-06-28 19:00:00",14376,"F:42,F:48,F:50,F:51,F:52,F:52,F:53,F:56,M:47,M:50,M:51,M:55"
8965,\N,\N,"San Felipe","2016-06-12 14:30:00",7915,"F:20,F:23,F:27,F:29,F:37,F:42,M:17,M:20,M:27,M:28,M:43"
8966,\N,\N,"La Florida","2016-06-28 16:00:00",15416,"F:28,F:33,F:40,F:69,M:20,M:36,M:38,M:44,M:63,M:73"
8968,-33.5830526,-70.6942621,"San Bernardo","2016-06-28 19:30:00",1181,"F:17,F:25,F:29,F:51,M:20,M:25,M:26,M:28,M:31,M:50"
8971,-33.4390667,-70.6345906,"Providencia","2016-05-28 15:00:00",1848,"F:53,F:53,F:61,F:71,F:71,F:71,F:77,M:45,M:56,M:57,M:58,M:60,M:65,M:67"
8973,-33.5267604,-70.7031298,"El Bosque","2016-06-14 19:00:00",6203,"F:20,F:23,F:27,F:32,F:36,F:36,F:38,F:40,F:45,F:48,F:56,F:58,F:67,M:22,M:27,M:32,M:53"
8974,\N,\N,"Purranque","2016-06-23 19:30:00",10416,"F:29,F:35,F:35,F:37,F:58,F:58,F:69,M:23,M:27,M:29,M:64"
8976,-33.0261411,-71.572235,"Viña del Mar","2016-06-14 19:00:00",1909,"F:31,F:40,F:43,F:45,F:51,F:54,F:63,F:66,M:17,M:45,M:45,M:57,M:58,M:58,M:59,M:60,M:75,M:76"
8977,-33.4369705,-71.6849778,"El Quisco","2016-06-09 18:30:00",3209,"F:53,F:55,F:65,M:25,M:35,M:43,M:53,M:63,M:66,M:67,M:78,M:78,M:79"
8978,-33.4368403,-70.6392018,"Santiago","2016-05-31 13:30:00",2793,"F:37,F:37,F:42,M:35,M:35,M:42,M:45,M:48,M:49,M:65,M:70"
8980,\N,\N,"San Joaquín","2016-06-09 10:30:00",7166,"F:16,F:16,F:16,F:16,F:17,F:17,F:17,F:17,M:15,M:17,M:17,M:46"
8981,\N,\N,"Aysén","2016-06-19 16:00:00",9341,"F:39,F:40,F:57,F:62,F:63,F:69,M:30,M:32,M:43,M:62,M:71"
8982,-34.1695398,-70.7349592,"Rancagua","2016-06-01 18:00:00",3174,"F:42,F:55,F:62,F:72,F:77,M:37,M:41,M:59,M:66,M:68,M:74"
8983,\N,\N,"Extranjero","2016-06-08 19:00:00",4943,"F:28,F:29,F:30,F:31,F:35,F:36,F:37,M:29,M:31,M:31,M:33,M:39,M:44,M:56"
8984,\N,\N,"Lautaro","2016-06-16 14:00:00",7837,"F:24,F:42,F:44,F:46,F:48,F:50,F:53,F:56,F:66,F:73"
8987,-33.4488821,-70.5425801,"La Reina","2016-06-11 17:00:00",8194,"F:38,F:40,F:40,F:59,M:19,M:47,M:53,M:57,M:67,M:69"
8988,-33.4965637,-70.5897617,"Macul","2016-06-27 10:00:00",14632,"F:26,F:52,F:55,F:56,F:61,M:19,M:24,M:24,M:26,M:55,M:65"
8989,\N,\N,"Copiapó","2016-06-02 14:00:00",5010,"F:17,F:18,F:18,F:18,F:18,F:18,F:19,F:19,F:19,F:19,F:19,F:20,F:20,F:20,F:20,F:21,F:21,F:23,F:36,M:20,M:21,M:24"
8991,-33.4668551,-70.7553257,"Maipú","2016-06-23 20:00:00",2783,"F:21,F:21,F:25,F:25,F:25,F:29,F:30,F:32,F:32,F:37,F:38,F:41,F:43,F:47,F:49,F:50,F:54,F:56,F:57,M:49,M:53,M:60,M:68"
8995,-38.7230319,-72.6221347,"Temuco","2016-06-20 17:30:00",9206,"F:20,F:21,F:21,F:22,F:27,F:32,F:57,F:63,M:20,M:21,M:21,M:26,M:31,M:31,M:41,M:64"
8996,\N,\N,"Macul","2016-06-22 16:22:00",11293,"F:26,F:34,F:38,F:39,F:45,F:61,F:68,M:18,M:57,M:61"
8997,\N,\N,"Talcahuano","2016-05-06 17:30:00",657,"F:43,F:55,F:58,F:61,F:61,F:62,F:62,M:27,M:31,M:41,M:71,M:73,M:73"
8999,\N,\N,"Extranjero","2016-05-14 09:00:00",916,"F:21,F:41,F:41,F:46,F:50,F:51,F:56,F:65,F:65,F:69,M:24,M:30,M:33,M:40,M:41,M:46,M:47,M:48,M:49,M:50,M:53,M:54,M:55,M:60,M:60,M:63,M:64,M:65,M:70,M:71"
9000,-33.4935348,-70.7361269,"Maipú","2016-06-23 17:00:00",12679,"F:14,F:14,F:14,F:14,F:14,F:15,F:15,F:15,M:15,M:29,M:34"
9001,\N,\N,"San José de Maipo","2016-06-11 15:30:00",4509,"F:21,F:25,F:28,F:30,F:30,F:31,F:59,F:59,F:60,M:28,M:29,M:30,M:56,M:62"
9004,\N,\N,"Valparaíso","2016-06-21 19:00:00",10620,"F:40,F:42,F:61,F:62,F:68,F:68,F:69,F:70,F:93,M:34,M:73"
9005,\N,\N,"Arica","2016-06-17 20:00:00",2144,"F:18,F:18,F:18,F:18,F:18,F:19,F:19,F:19,F:19,F:20,F:23,F:29,F:31,F:39,F:44,M:20,M:20,M:27,M:28"
9006,\N,\N,"La Florida","2016-06-10 14:00:00",7062,"F:16,F:25,F:27,F:31,M:15,M:16,M:17,M:17,M:17,M:17,M:18,M:18,M:18"
9012,\N,\N,"Osorno","2016-06-23 19:30:00",13819,"F:52,F:53,F:53,F:54,F:74,F:76,F:81,M:26,M:27,M:58,M:59,M:63,M:87"
9014,\N,\N,"Talca","2016-06-11 21:00:00",6062,"F:22,F:30,F:32,F:52,F:52,F:61,F:73,M:23,M:24,M:26,M:37,M:51"
9016,\N,\N,"San Bernardo","2016-06-17 15:00:00",10515,"F:42,F:72,M:32,M:36,M:37,M:41,M:48,M:49,M:58,M:68"
9017,\N,\N,"La Granja","2016-06-19 16:45:00",8922,"F:18,F:19,F:20,F:26,F:26,F:32,F:35,F:48,F:52,F:58,F:58,F:59,F:65,F:68,F:74,F:84,M:18,M:19,M:27,M:41,M:44,M:51,M:52,M:58,M:63"
9021,\N,\N,"Santiago","2016-06-15 16:30:00",7645,"F:19,F:19,F:20,F:20,F:20,F:22,F:27,F:46,F:51,F:56,F:59,F:67,F:73,F:76,F:78,M:62,M:68,M:77,M:77"
9022,\N,\N,"La Pintana","2016-06-11 17:00:00",5665,"F:21,F:24,F:35,F:46,F:56,F:74,F:83,F:86,F:88,M:17,M:23,M:26,M:48"
9023,\N,\N,"La Reina","2016-06-18 16:00:00",5644,"F:18,F:31,F:33,F:38,F:65,F:67,F:68,M:25,M:32,M:32,M:33,M:37,M:40,M:59,M:60,M:67,M:70"
9024,-32.7894801,-71.5261988,"Quintero","2016-05-27 14:30:00",3281,"F:23,F:27,F:29,F:30,F:33,F:61,F:70,F:73,F:77,F:82,F:83,F:85,F:85,F:89,F:91,F:91,M:29,M:59,M:60,M:71,M:75,M:83"
9026,\N,\N,"Santiago","2016-06-01 14:00:00",4911,"F:16,F:16,F:16,F:16,F:16,F:17,M:14,M:15,M:16,M:16,M:16,M:16,M:16,M:16,M:32"
9028,-33.4876795,-70.6628276,"Santiago","2016-06-17 19:00:00",3021,"F:21,F:22,F:35,F:39,F:53,F:57,F:63,F:66,M:27,M:54"
9030,\N,\N,"Providencia","2016-06-24 19:00:00",14198,"F:27,F:32,F:34,F:34,F:36,M:28,M:32,M:33,M:34,M:36"
9031,\N,\N,"Iquique","2016-06-18 18:00:00",10564,"F:31,F:36,F:40,F:41,F:62,F:63,M:15,M:37,M:45,M:45,M:50"
9033,-33.4961833,-70.6272942,"La Florida","2016-06-11 15:00:00",4688,"F:38,F:38,F:43,F:48,F:49,F:66,M:39,M:39,M:42,M:45,M:68,M:76"
9035,\N,\N,"Puente Alto","2016-06-15 16:30:00",10166,"F:28,F:54,F:55,F:58,F:61,F:61,F:62,F:64,F:66,F:67,F:69,F:73"
9037,\N,\N,"La Florida","2016-06-25 16:00:00",14372,"F:32,F:33,F:36,F:41,F:68,F:68,M:34,M:39,M:40,M:68"
9038,\N,\N,"Santiago","2016-06-11 10:10:00",3288,"F:25,F:26,F:27,F:27,F:27,F:28,F:28,F:29,F:29,F:32,F:36,M:30,M:33,M:34,M:35,M:35"
9044,\N,\N,"Coyhaique","2016-06-18 10:00:00",9467,"F:30,F:44,M:17,M:28,M:30,M:31,M:31,M:37,M:38,M:52"
9046,-33.5458711,-70.6450669,"San Ramón","2016-05-30 16:00:00",2478,"F:25,F:27,F:34,F:44,F:55,F:59,F:72,F:72,M:67,M:71,M:71,M:76,M:80"
9048,\N,\N,"Puente Alto","2016-06-11 09:30:00",7590,"F:50,F:52,F:54,F:59,F:64,F:88,F:100,M:54,M:57,M:65,M:74"
9051,-33.0664159,-71.632625,"Valparaíso","2016-06-28 13:00:00",15324,"F:21,F:21,F:26,F:27,F:27,F:30,F:30,F:32,F:33,F:43,F:45,F:45,F:51,F:51,F:53,F:55,F:56,F:72,M:24"
9052,\N,\N,"Melipilla","2016-06-18 18:00:00",11122,"F:34,F:49,M:30,M:30,M:34,M:45,M:46,M:49,M:65,M:71,M:79"
9055,\N,\N,"Las Condes","2016-06-04 09:00:00",5729,"F:17,F:37,F:39,F:48,F:63,F:74,F:74,M:38,M:39,M:52,M:60,M:70,M:73"
9056,\N,\N,"Petorca","2016-05-29 16:00:00",3811,"F:59,F:61,F:65,M:42,M:59,M:62,M:65,M:68,M:69,M:71,M:74,M:80"
9058,\N,\N,"Copiapó","2016-06-15 18:00:00",5657,"F:19,F:19,F:19,F:22,F:30,F:33,F:34,F:35,F:36,F:39,F:39,F:40,M:23,M:37"
9059,-33.0439938,-71.6141064,"Viña del Mar","2016-06-18 10:00:00",6850,"F:35,F:49,M:20,M:26,M:44,M:44,M:45,M:46,M:46,M:53,M:55,M:60,M:74"
9062,\N,\N,"Providencia","2016-06-20 19:20:00",12334,"F:24,F:24,F:25,F:25,F:26,F:60,M:25,M:26,M:28,M:68,M:70"
9065,-33.438593,-70.629772,"Providencia","2016-06-18 10:00:00",8450,"F:30,F:32,F:33,F:34,F:34,F:35,F:39,F:45,F:66,M:31,M:33,M:34,M:34,M:36,M:38,M:39,M:41,M:41"
9067,-33.0207959,-71.2649253,"Limache","2016-06-17 10:00:00",3269,"F:15,F:26,F:37,F:50,M:15,M:15,M:16,M:16,M:17,M:17,M:17,M:19,M:19,M:32"
9068,\N,\N,"Providencia","2016-06-04 15:00:00",2350,"F:29,F:29,F:30,F:31,F:31,F:31,F:31,M:29,M:29,M:29,M:30,M:30,M:30,M:31,M:31,M:31,M:33"
9072,-33.4489783,-70.6417175,"Santiago","2016-06-27 10:30:00",15062,"F:21,F:38,F:40,F:49,M:26,M:36,M:40,M:43,M:53,M:63"
9073,\N,\N,"Negrete","2016-06-14 08:30:00",8252,"F:14,F:15,F:16,F:17,F:18,M:14,M:14,M:14,M:14,M:15,M:15,M:15,M:16,M:16,M:17,M:17,M:17,M:17,M:17,M:18,M:18,M:20,M:37"
9076,\N,\N,"Arica","2016-05-30 03:00:00",2267,"F:25,F:27,F:39,F:41,F:42,F:53,M:29,M:30,M:37,M:38,M:49"
9079,\N,\N,"Concepción","2016-06-14 19:30:00",3642,"F:18,F:19,F:33,F:35,F:50,F:68,F:91,M:44,M:49,M:49"
9080,\N,\N,"Osorno","2016-06-28 15:00:00",14857,"F:20,F:22,F:40,F:48,F:50,F:56,M:17,M:18,M:19,M:56,M:67"
9083,\N,\N,"Santiago","2016-06-21 08:00:00",11113,"F:16,F:16,F:16,F:16,F:16,F:16,F:16,F:16,F:16,F:16,F:16,F:17,M:16"
9084,-33.4425051,-70.7142891,"Lo Prado","2016-06-21 15:30:00",9170,"F:25,F:29,F:37,F:42,F:52,F:54,F:54,F:55,F:58,F:59,F:60,F:64,F:65,F:65,F:68,M:28,M:40,M:54"
9086,\N,\N,"Antofagasta","2016-06-18 18:00:00",8707,"F:23,F:23,F:25,F:43,F:50,F:51,F:55,M:22,M:29,M:44,M:54"
9087,\N,\N,"Extranjero","2016-06-11 19:15:00",6921,"F:15,F:37,F:45,F:52,F:63,M:14,M:37,M:40,M:45,M:47"
9088,-33.4484961,-70.6577951,"Santiago","2016-06-16 20:00:00",7499,"F:49,F:57,M:44,M:46,M:48,M:49,M:50,M:53,M:53,M:58,M:63,M:69"
9092,\N,\N,"Las Condes","2016-06-21 20:00:00",12190,"F:37,F:42,F:42,F:54,F:64,M:41,M:51,M:51,M:54,M:61,M:65,M:65"
9093,\N,\N,"San Bernardo","2016-05-28 18:30:00",920,"F:14,F:22,F:34,F:35,F:35,F:40,F:41,F:43,F:66,F:72,M:19,M:21,M:39,M:40,M:43,M:64,M:72"
9096,\N,\N,"Chillán","2016-06-22 10:00:00",12988,"F:14,F:15,F:15,F:16,F:17,F:17,M:15,M:15,M:17,M:17,M:17,M:18,M:18"
9097,-23.6786418,-70.4093933,"Antofagasta","2016-05-28 16:00:00",2413,"F:22,F:27,F:32,F:32,F:38,F:65,F:77,F:79,M:26,M:32,M:33,M:33,M:37"
9098,\N,\N,"Recoleta","2016-06-22 13:30:00",13376,"F:14,F:14,F:14,F:14,F:14,F:15,F:15,F:15,F:16,F:16,F:16,M:14,M:15,M:15,M:16,M:16,M:16,M:16,M:16,M:17"
9100,-33.4936489,-70.7104596,"Cerrillos","2016-06-11 17:00:00",2169,"F:24,F:25,F:44,F:57,F:62,M:28,M:42,M:57,M:63,M:70"
9102,\N,\N,"Canela","2016-06-16 14:00:00",9985,"F:18,F:28,F:34,F:40,F:41,F:45,F:57,F:57,F:58,F:71,F:80,M:23"
9103,\N,\N,"Puente Alto","2016-06-11 09:30:00",7593,"F:30,F:36,F:42,F:58,F:61,F:62,F:73,M:42,M:51,M:63"
9106,\N,\N,"La Serena","2016-06-22 08:45:00",12446,"F:14,F:14,F:14,F:14,F:15,F:15,F:15,F:16,F:17,F:18,M:16,M:16,M:30"
9107,\N,\N,"La Florida","2016-05-07 15:00:00",336,"F:21,F:26,F:27,F:31,F:49,F:54,F:54,F:57,F:57,M:23,M:24,M:26,M:31,M:33,M:39,M:61"
9108,\N,\N,"Puerto Montt","2016-06-04 10:22:00",4580,"F:26,F:45,F:55,F:56,M:15,M:18,M:22,M:24,M:26,M:36,M:56,M:57,M:59"
9110,\N,\N,"Chépica","2016-06-11 17:30:00",8059,"F:42,F:64,F:66,M:32,M:38,M:39,M:41,M:66,M:67,M:68"
9112,-33.4214238,-70.7019502,"Quinta Normal","2016-06-18 10:00:00",11104,"F:43,F:43,F:56,M:20,M:23,M:25,M:38,M:42,M:67,M:73,M:76"
9113,-33.526755,-70.5854693,"La Florida","2016-06-18 15:30:00",9721,"F:23,F:24,F:26,F:27,F:27,F:38,F:44,F:47,F:62,M:28,M:30,M:50"
9115,\N,\N,"Chépica","2016-06-21 15:00:00",13388,"F:17,F:38,F:42,F:65,F:68,M:18,M:48,M:58,M:67,M:70"
9116,-36.6023633,-72.1075262,"Chillán","2016-05-28 10:00:00",3596,"F:30,F:47,F:49,F:55,F:66,F:75,M:55,M:57,M:59,M:63,M:69,M:69,M:70,M:77,M:80"
9119,\N,\N,"San Ignacio","2016-06-04 15:00:00",1112,"F:22,F:23,F:38,F:38,F:39,F:40,F:46,F:52,F:57,F:57,F:67,M:47"
9124,\N,\N,"Lota","2016-06-23 16:00:00",12365,"F:37,F:47,F:52,F:66,M:19,M:38,M:55,M:56,M:61,M:64,M:64"
9125,\N,\N,"Huechuraba","2016-06-28 11:00:00",15593,"F:32,F:40,F:42,F:61,M:28,M:36,M:41,M:42,M:43,M:45"
9129,\N,\N,"Osorno","2016-06-14 19:30:00",9342,"F:30,F:32,F:32,F:34,F:43,F:58,F:61,F:63,F:63,F:65"
9130,\N,\N,"Lo Prado","2016-06-11 16:00:00",7339,"F:15,F:31,F:36,F:56,F:58,M:16,M:17,M:34,M:39,M:61,M:76"
9134,\N,\N,"Extranjero","2016-06-11 16:00:00",4929,"F:32,F:35,F:41,F:57,F:58,F:58,M:34,M:37,M:45,M:62"
9135,-27.361116,-70.317278,"Copiapó","2016-06-28 19:00:00",15848,"F:16,F:30,F:31,F:35,F:47,F:62,F:68,M:23,M:39,M:76"
9136,\N,\N,"Nueva Imperial","2016-06-11 14:00:00",2115,"F:14,F:16,F:22,F:46,F:50,F:74,M:15,M:40,M:44,M:48,M:57,M:58"
9138,-33.4509185,-70.679741,"Santiago","2016-06-28 17:00:00",15281,"F:19,F:19,F:20,F:21,M:18,M:20,M:21,M:21,M:23,M:23,M:25"
9140,\N,\N,"Sagrada Familia","2016-06-27 12:30:00",15250,"F:25,F:38,F:49,F:56,F:60,F:61,F:67,F:73,F:77,M:44,M:46,M:50,M:66"
9142,\N,\N,"Las Condes","2016-06-17 19:30:00",10851,"F:30,F:32,F:35,F:36,F:37,M:28,M:30,M:34,M:35,M:36,M:40"
9143,\N,\N,"Ñuñoa","2016-06-25 11:00:00",10363,"F:18,F:37,F:39,F:40,F:62,M:35,M:35,M:37,M:38,M:41"
9146,-40.6869441,-72.5974632,"Puyehue","2016-06-05 16:00:00",2755,"F:66,M:25,M:26,M:55,M:60,M:61,M:68,M:68,M:72,M:72"
9147,-41.1292747,-73.0606991,"Frutillar","2016-06-12 15:30:00",8299,"F:17,F:18,F:19,F:33,F:41,M:20,M:23,M:27,M:28,M:40,M:51,M:56"
9149,\N,\N,"Freirina","2016-06-28 18:30:00",14287,"F:14,F:30,F:32,F:32,F:33,F:38,F:47,F:57,F:61,F:78,M:35,M:42,M:47"
9150,\N,\N,"Providencia","2016-06-02 15:30:00",4963,"F:37,F:43,F:62,M:38,M:48,M:49,M:50,M:51,M:53,M:66,M:69"
9151,\N,\N,"Los Sauces","2016-05-28 19:00:00",2870,"F:19,F:19,F:20,F:25,F:38,F:42,F:53,M:21,M:23,M:24,M:27,M:29,M:29,M:30,M:56"
9152,\N,\N,"Las Condes","2016-06-11 16:00:00",3962,"F:22,F:23,F:25,F:25,F:25,F:25,F:28,M:22,M:26,M:26,M:27,M:27,M:28,M:29,M:31"
9153,\N,\N,"Valparaíso","2016-06-28 17:00:00",14315,"F:31,F:37,F:39,F:39,F:67,M:21,M:45,M:46,M:54"
9155,-35.4531301,-71.6823192,"Talca","2016-06-03 10:00:00",472,"F:20,F:21,F:26,F:27,M:19,M:20,M:21,M:23,M:24,M:26,M:26"
9156,-33.5070329,-70.5917015,"La Florida","2016-06-19 15:30:00",12167,"F:51,F:52,F:62,F:72,F:73,F:75,M:67,M:69,M:75,M:76,M:76"
9157,-33.4352221,-70.7276494,"Cerro Navia","2016-06-24 15:00:00",13182,"F:40,F:42,F:44,F:48,F:50,M:28,M:38,M:42,M:57,M:59,M:64,M:72"
9158,-33.5941831,-70.7015227,"San Bernardo","2016-05-17 19:30:00",1273,"F:22,F:23,F:25,F:35,F:48,M:19,M:22,M:23,M:25,M:26,M:29,M:35,M:52,M:52,M:54,M:55,M:63"
9159,\N,\N,"Cartagena","2016-05-30 10:30:00",1715,"F:16,F:16,F:17,F:17,F:17,F:18,M:16,M:16,M:17,M:17,M:18"
9161,\N,\N,"Providencia","2016-06-18 09:00:00",8558,"F:15,F:15,F:16,F:16,F:16,F:17,F:17,F:17,F:18,M:15,M:16,M:16,M:17,M:17,M:17"
9163,-20.239925,-70.1362334,"Iquique","2016-06-21 19:00:00",11040,"F:24,F:29,F:37,F:42,F:51,F:61,F:65,M:33,M:39,M:46"
9168,\N,\N,"Talcahuano","2016-06-28 19:00:00",15784,"F:32,F:57,F:61,F:61,F:62,M:56,M:56,M:58,M:60,M:62,M:63,M:76"
9169,\N,\N,"Providencia","2016-06-12 16:00:00",7833,"F:31,F:31,F:36,F:37,F:38,F:40,F:44,M:38,M:39,M:45"
9170,-33.4042937,-70.6628975,"Independencia","2016-06-28 16:30:00",15672,"F:21,F:21,F:24,F:30,F:35,F:41,F:59,F:70,F:73,F:83,F:84,F:90,M:22"
9171,\N,\N,"Las Condes","2016-06-11 16:30:00",5956,"F:31,F:31,F:31,F:31,F:32,F:33,F:33,M:21,M:21,M:26,M:27,M:30,M:37"
